sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,days_b_screening_arrest,jail_days,offense_to_jail_days,c_days_from_compas,c_charge_degree,two_year_recid
Male,37,25 - 45,African-American,0,4,1,0,3,-31.042877197265625,62.154266357421875,361.311279296875,712.3936767578125,F,0
Female,95,Greater than 45,Other,9,9,12,6,37,1000.4307861328125,748.9583740234375,7602.56298828125,7603.58642578125,M,0
Male,61,25 - 45,Caucasian,1,9,2,1,7,700.6070556640625,120.19264221191406,841.08056640625,1396.285888671875,F,1
Male,25,25 - 45,African-American,0,2,1,0,3,-107.17996215820312,63.375701904296875,321.5782470703125,653.6948852539062,F,0
Male,24,25 - 45,Caucasian,0,3,1,0,3,-253.41209411621094,85.7448501586914,568.7785034179688,955.715576171875,F,1
Male,30,25 - 45,African-American,1,5,1,0,3,95.27273559570312,69.85162353515625,493.89129638671875,727.5044555664062,F,0
Male,30,25 - 45,Caucasian,1,3,1,0,3,-235.4061737060547,76.74635314941406,589.6104736328125,908.1181030273438,F,1
Male,33,25 - 45,African-American,0,5,1,0,3,233.0504150390625,73.62992095947266,413.259521484375,741.7940063476562,F,0
Male,36,25 - 45,African-American,0,5,1,0,3,178.28680419921875,63.73828887939453,434.482666015625,723.3677978515625,F,0
Male,91,Less than 25,Caucasian,8,9,11,5,32,945.2344970703125,631.7870483398438,6247.16943359375,6155.43798828125,F,1
Female,95,Less than 25,Hispanic,9,9,12,6,37,997.1363525390625,748.6856079101562,7599.20556640625,7600.65771484375,M,1
Male,24,25 - 45,Caucasian,0,8,0,0,1,206.34539794921875,27.348379135131836,-8.364349365234375,276.38238525390625,F,1
Male,29,25 - 45,Caucasian,0,3,1,0,3,-12.209014892578125,76.7822036743164,506.67333984375,769.2711181640625,F,1
Male,27,25 - 45,Caucasian,0,3,1,0,4,-35.176544189453125,68.0765380859375,536.8894653320312,835.4171752929688,F,0
Male,25,25 - 45,African-American,1,4,1,0,3,18.390960693359375,69.37419128417969,442.07586669921875,668.888671875,F,0
Male,24,25 - 45,Caucasian,0,5,1,0,4,-203.10951232910156,81.66487884521484,492.3702392578125,793.3670654296875,F,1
Male,34,25 - 45,African-American,0,4,1,0,3,139.96600341796875,68.9568862915039,465.36907958984375,807.81591796875,F,0
Male,27,25 - 45,African-American,0,3,1,0,3,-101.9117431640625,62.74917984008789,437.01226806640625,661.8689575195312,F,0
Male,29,25 - 45,African-American,0,1,1,0,3,-259.42333984375,85.87281799316406,602.01123046875,849.418212890625,F,0
Male,26,25 - 45,African-American,0,5,1,0,3,101.07086181640625,76.82534790039062,527.8621215820312,760.372314453125,F,0
Male,31,25 - 45,Caucasian,0,3,1,0,3,-130.5797119140625,69.29940032958984,557.98193359375,817.931640625,F,1
Female,95,Greater than 45,Other,9,9,12,6,37,1000.9505615234375,748.9882202148438,7602.89306640625,7603.921875,M,1
Male,95,Less than 25,Caucasian,9,9,12,6,36,967.949951171875,725.76806640625,7341.89892578125,7370.33349609375,F,1
Male,30,25 - 45,Caucasian,1,3,1,0,4,-90.23898315429688,83.23506927490234,605.863037109375,906.2188110351562,F,1
Male,34,25 - 45,African-American,0,2,1,0,4,-169.4347686767578,73.50240325927734,559.576904296875,761.2329711914062,F,0
Female,95,Greater than 45,Other,9,9,12,6,37,1000.9385986328125,748.927001953125,7602.36962890625,7603.30615234375,M,1
Male,33,25 - 45,African-American,0,5,1,0,3,84.29879760742188,69.27349853515625,452.8992919921875,742.2685546875,F,0
Male,32,25 - 45,African-American,1,4,1,0,3,167.99078369140625,72.76054382324219,442.33563232421875,763.67431640625,F,1
Male,27,25 - 45,African-American,0,3,0,0,2,-64.4893798828125,48.832000732421875,197.92803955078125,641.9752197265625,F,0
Male,30,25 - 45,African-American,0,4,1,0,3,-121.712646484375,60.17097473144531,332.98602294921875,659.3906860351562,F,0
Male,31,25 - 45,African-American,1,3,1,0,4,-131.68283081054688,76.14775085449219,520.3565673828125,777.8753051757812,F,0
Female,95,Less than 25,Hispanic,9,9,12,6,37,1000.7647705078125,748.9640502929688,7602.68798828125,7603.70263671875,M,1
Male,31,25 - 45,Caucasian,0,3,1,0,3,24.846527099609375,69.3720474243164,519.8513793945312,740.485107421875,F,1
Male,38,25 - 45,African-American,0,5,1,0,3,248.14825439453125,62.46238327026367,349.8123779296875,630.284912109375,F,0
Male,95,Greater than 45,Hispanic,9,9,12,6,37,995.0753173828125,745.95703125,7570.5283203125,7581.16259765625,M,0
Male,34,25 - 45,African-American,0,4,1,0,3,-66.12124633789062,62.78322219848633,363.5478515625,670.1631469726562,F,0
Male,39,25 - 45,African-American,1,4,1,0,3,85.96273803710938,73.79136657714844,485.94219970703125,672.380615234375,F,0
Male,26,25 - 45,Caucasian,0,5,1,0,3,-65.95846557617188,71.75299835205078,488.38299560546875,667.354248046875,F,1
Male,95,Less than 25,Caucasian,9,9,12,6,37,995.49462890625,746.4349365234375,7565.0419921875,7572.87548828125,F,1
Male,29,25 - 45,African-American,0,2,1,0,3,-193.46908569335938,70.52249145507812,395.2645263671875,628.4251098632812,F,0
Male,31,25 - 45,African-American,0,5,1,0,2,124.14129638671875,59.01838302612305,382.41552734375,627.3912353515625,F,0
Male,32,25 - 45,Caucasian,0,2,1,0,3,-275.1490478515625,70.35840606689453,392.109130859375,678.7750244140625,F,1
Male,25,25 - 45,Caucasian,0,4,0,0,2,-163.13941955566406,69.3167724609375,365.817138671875,570.4974975585938,F,1
Female,95,Greater than 45,Hispanic,9,9,12,6,37,996.951904296875,748.328857421875,7594.0859375,7593.75341796875,M,1
Male,33,25 - 45,African-American,1,6,1,0,3,200.29046630859375,79.78085327148438,490.9273681640625,766.0370483398438,F,0
Male,33,25 - 45,Caucasian,0,2,1,0,3,-192.6270294189453,65.67974090576172,370.80706787109375,700.3229370117188,F,1
Male,95,Less than 25,Caucasian,9,9,12,6,37,995.328857421875,746.0107421875,7583.4736328125,7570.44384765625,F,1
Male,31,25 - 45,African-American,0,4,1,0,2,34.352752685546875,60.4079704284668,306.0548095703125,587.0956420898438,F,0
Male,39,25 - 45,African-American,0,4,1,0,3,37.497100830078125,69.21019744873047,465.82086181640625,681.9132690429688,F,1
Male,29,25 - 45,African-American,0,2,0,0,1,-205.72486877441406,36.3106689453125,76.0845947265625,349.1250305175781,F,0
Male,37,25 - 45,African-American,1,5,1,0,4,199.83380126953125,96.66171264648438,674.5460205078125,1048.585693359375,F,0
Male,95,Less than 25,Hispanic,9,9,12,6,37,998.8228759765625,748.7257690429688,7600.78662109375,7601.986328125,M,1
Male,36,25 - 45,African-American,1,5,1,0,4,-16.29150390625,74.5812759399414,529.4053344726562,767.2940673828125,F,0
Male,37,25 - 45,African-American,0,4,0,0,2,3.834075927734375,47.38899612426758,261.71319580078125,455.7686462402344,F,0
Female,95,Less than 25,Hispanic,9,9,12,6,37,999.9283447265625,748.8876342773438,7601.91259765625,7603.24462890625,M,1
Male,30,25 - 45,African-American,1,4,1,0,3,29.175994873046875,72.4406509399414,424.30126953125,752.9077758789062,F,0
Male,53,25 - 45,Caucasian,1,9,1,0,3,594.097412109375,92.00411987304688,464.25811767578125,813.6655883789062,F,1
Male,31,25 - 45,Caucasian,1,8,1,0,4,265.48779296875,81.00360107421875,445.24725341796875,736.611083984375,F,0
Male,34,25 - 45,African-American,1,5,1,0,4,206.81365966796875,79.27210235595703,540.1140747070312,929.9949951171875,F,0
Male,35,25 - 45,African-American,1,3,1,0,4,-39.02801513671875,80.12225341796875,523.8018798828125,690.4138793945312,F,0
Male,30,25 - 45,Caucasian,0,4,1,0,3,147.5997314453125,79.9251937866211,524.4043579101562,808.6434936523438,F,1
Male,24,25 - 45,African-American,0,2,0,0,2,-217.03025817871094,51.61854934692383,315.44720458984375,579.4357299804688,F,0
Male,26,25 - 45,African-American,0,2,0,0,2,-180.99659729003906,37.714805603027344,145.95767211914062,518.2142944335938,F,0
Male,39,25 - 45,African-American,0,3,1,0,3,7.599822998046875,59.143375396728516,420.82232666015625,611.3656005859375,F,0
Male,27,25 - 45,African-American,0,2,0,0,2,-194.53659057617188,35.837615966796875,88.75244140625,378.0490417480469,F,0
Male,63,25 - 45,Caucasian,2,9,3,1,11,896.867431640625,189.29884338378906,2490.54638671875,2510.555908203125,F,1
Male,26,25 - 45,Caucasian,0,4,1,0,3,-88.29824829101562,68.57601165771484,522.7516479492188,779.4656982421875,F,1
Female,95,Less than 25,Hispanic,9,9,12,6,37,996.6878662109375,747.5194702148438,7590.82666015625,7594.9541015625,M,0
Male,45,25 - 45,African-American,0,5,1,0,3,279.19580078125,59.425071716308594,348.94677734375,644.2123413085938,F,0
Male,28,25 - 45,African-American,0,5,1,0,3,101.3033447265625,60.733009338378906,302.43499755859375,603.7752685546875,F,0
Male,23,25 - 45,African-American,0,2,0,0,2,-251.2970733642578,48.89856719970703,240.04815673828125,524.799560546875,F,0
Male,30,25 - 45,African-American,0,4,1,0,3,144.14898681640625,64.69083404541016,469.57562255859375,702.8170776367188,F,0
Male,24,25 - 45,Caucasian,0,8,1,0,2,124.27313232421875,46.793521881103516,424.46051025390625,559.9754638671875,F,1
Male,32,25 - 45,African-American,1,4,1,0,4,11.684173583984375,70.55266571044922,520.2265625,865.2374267578125,F,0
Male,35,25 - 45,African-American,1,3,1,0,3,-84.83004760742188,72.70585632324219,441.76617431640625,695.0311889648438,F,0
Male,29,25 - 45,African-American,0,3,0,0,3,-99.01242065429688,58.563995361328125,381.48590087890625,592.0524291992188,F,0
Male,34,25 - 45,African-American,1,3,1,0,3,3.588287353515625,70.26074981689453,535.44140625,783.4149169921875,F,1
Male,30,25 - 45,Caucasian,0,3,1,0,3,-258.17474365234375,75.61475372314453,465.10009765625,716.5827026367188,F,1
Male,33,25 - 45,African-American,0,2,1,0,3,-2.06158447265625,69.3041000366211,474.35284423828125,725.47265625,F,0
Male,95,Less than 25,Hispanic,9,9,12,6,37,999.1339111328125,748.822265625,7600.68408203125,7602.330078125,M,1
Male,22,25 - 45,African-American,0,2,0,0,2,-214.18402099609375,35.89293670654297,150.7454833984375,497.9080505371094,F,0
Male,33,25 - 45,African-American,1,3,1,0,4,-121.1329345703125,78.6051254272461,495.78399658203125,730.0697631835938,F,1
Male,28,25 - 45,Caucasian,1,2,1,0,3,-248.2816162109375,79.69068145751953,589.313232421875,872.2304077148438,F,1
Male,32,25 - 45,African-American,0,5,1,0,3,231.3140869140625,61.67276382446289,305.01141357421875,643.545166015625,F,0
Male,28,25 - 45,Caucasian,1,5,1,0,4,-24.532684326171875,89.51521301269531,672.4137573242188,805.201416015625,F,1
Male,35,25 - 45,African-American,0,4,1,0,3,85.60202026367188,71.68348693847656,526.3399047851562,798.1978149414062,F,0
Male,31,25 - 45,African-American,1,4,1,0,3,55.784515380859375,73.6948471069336,469.49554443359375,771.4627075195312,F,0
Male,42,25 - 45,Caucasian,1,9,1,0,5,833.879638671875,88.73081970214844,827.268798828125,819.0789794921875,F,1
Female,95,Less than 25,Hispanic,9,9,12,6,37,998.865234375,748.406005859375,7595.8701171875,7600.20361328125,M,1
Male,32,25 - 45,African-American,0,2,0,0,2,-129.95187377929688,49.154380798339844,277.66363525390625,523.06005859375,F,0
Male,32,25 - 45,African-American,0,2,1,0,3,-111.31854248046875,66.25426483154297,413.3763427734375,815.40234375,F,0
Male,36,25 - 45,African-American,1,4,1,0,3,-11.974365234375,80.79644775390625,553.320556640625,789.2877197265625,F,0
Male,35,25 - 45,Caucasian,0,2,1,0,3,-65.43258666992188,74.48255157470703,527.443359375,773.2321166992188,F,1
Male,24,25 - 45,Caucasian,0,5,1,0,3,-229.74557495117188,80.89923858642578,592.5792846679688,954.9555053710938,F,1
Male,34,25 - 45,African-American,0,5,1,0,3,169.5126953125,69.51748657226562,392.38165283203125,669.0377807617188,F,0
Female,95,Greater than 45,Other,9,9,12,6,37,1000.28369140625,748.8787841796875,7601.69287109375,7603.23046875,M,0
Male,29,25 - 45,African-American,0,4,1,0,3,-41.02557373046875,66.12416076660156,451.88372802734375,790.8987426757812,F,0
Male,31,25 - 45,Caucasian,0,2,1,0,4,-282.9544677734375,68.75469207763672,383.6767578125,654.2537231445312,F,1
Male,28,25 - 45,African-American,1,5,1,0,3,55.675628662109375,76.80782318115234,553.6856689453125,790.1522216796875,F,0
Male,31,25 - 45,African-American,0,4,0,0,3,101.23858642578125,59.006046295166016,362.72845458984375,555.8709716796875,F,0
Male,38,25 - 45,African-American,0,5,1,0,3,170.30523681640625,72.23170471191406,456.0574951171875,735.278564453125,F,0
Male,27,25 - 45,Caucasian,0,5,0,0,2,-250.8819580078125,46.641510009765625,252.14910888671875,502.7583312988281,F,1
Male,33,25 - 45,African-American,0,4,1,0,3,29.100738525390625,67.16273498535156,397.97589111328125,594.617919921875,F,0
Male,27,25 - 45,Caucasian,1,3,1,0,3,-126.13568115234375,63.866363525390625,406.6527099609375,687.8424682617188,F,0
Male,28,25 - 45,African-American,0,2,1,0,3,-185.5577392578125,69.54703521728516,466.42730712890625,642.2863159179688,F,1
Male,30,25 - 45,African-American,0,4,1,0,3,191.03363037109375,72.08771514892578,485.97210693359375,650.8687744140625,F,0
Male,33,25 - 45,Caucasian,0,2,1,0,3,-232.44691467285156,72.18172454833984,483.39495849609375,691.910888671875,F,1
Male,23,25 - 45,African-American,0,2,0,0,3,-227.94203186035156,51.19775390625,365.7606201171875,516.4473266601562,F,0
Male,27,25 - 45,African-American,0,2,0,0,2,-216.3086395263672,40.32776641845703,140.92962646484375,385.7929992675781,F,0
Male,30,25 - 45,African-American,0,4,1,0,3,-9.274627685546875,63.88042449951172,425.96929931640625,729.00537109375,F,0
Male,30,25 - 45,Caucasian,0,3,0,0,2,-159.62368774414062,47.28327178955078,291.22479248046875,443.57122802734375,F,1
Male,27,25 - 45,Caucasian,0,2,1,0,3,-143.12982177734375,67.81598663330078,376.0869140625,738.1441650390625,F,1
Male,33,25 - 45,African-American,0,4,1,0,3,-44.793304443359375,68.97013854980469,406.8701171875,676.0966796875,F,1
Male,37,25 - 45,African-American,0,4,1,0,3,141.09429931640625,64.10099029541016,446.09796142578125,746.3850708007812,F,0
Male,34,25 - 45,African-American,0,5,1,0,3,40.858642578125,71.79830169677734,427.1966552734375,699.864013671875,F,0
Female,95,Greater than 45,Hispanic,9,9,12,6,37,998.5069580078125,748.8286743164062,7601.28515625,7601.8115234375,M,1
Male,34,25 - 45,Caucasian,0,2,1,0,3,-48.8590087890625,67.39818572998047,379.22222900390625,724.663818359375,F,1
Male,28,25 - 45,Caucasian,1,5,1,0,3,-91.56268310546875,70.1285629272461,558.9708862304688,819.5167846679688,F,1
Male,31,25 - 45,Caucasian,0,2,1,0,3,-34.743377685546875,64.84065246582031,453.4605712890625,739.4673461914062,F,1
Male,22,25 - 45,Caucasian,0,7,0,0,1,103.26690673828125,30.618751525878906,102.38385009765625,296.3443603515625,F,1
Male,27,25 - 45,Caucasian,0,3,1,0,3,-218.947998046875,72.2027359008789,451.842041015625,715.3646240234375,F,1
Male,25,25 - 45,African-American,0,3,0,0,1,-161.5194091796875,33.492271423339844,68.79971313476562,341.2577819824219,F,0
Male,31,25 - 45,Caucasian,0,7,1,0,2,-55.32501220703125,56.25968551635742,227.58050537109375,463.6517333984375,F,1
Male,45,25 - 45,African-American,1,5,1,0,3,134.68499755859375,67.52494049072266,483.33184814453125,761.6551513671875,F,0
Male,30,25 - 45,African-American,0,5,1,0,3,42.8294677734375,69.50094604492188,445.87847900390625,772.540283203125,F,0
Male,22,25 - 45,African-American,0,2,0,0,2,-212.49037170410156,50.83599090576172,195.85821533203125,531.413818359375,F,0
Male,43,25 - 45,African-American,0,3,1,0,3,-20.34466552734375,60.86783218383789,400.91314697265625,603.7483520507812,F,0
Female,95,Less than 25,Hispanic,9,9,12,6,37,998.70703125,748.9013061523438,7601.3583984375,7602.71875,M,1
Male,31,25 - 45,African-American,0,4,1,0,3,-141.77127075195312,68.08724212646484,483.71575927734375,708.9653930664062,F,1
Male,23,25 - 45,Caucasian,0,7,0,0,2,-50.239532470703125,60.53407669067383,278.32073974609375,551.23193359375,F,1
Male,44,25 - 45,Caucasian,1,8,2,0,4,591.8148803710938,96.6846923828125,551.892578125,1093.1409912109375,F,1
Female,95,Greater than 45,Other,9,9,12,6,37,1000.0439453125,748.8973999023438,7601.8798828125,7602.9482421875,M,0
Male,27,25 - 45,African-American,0,2,0,0,1,-196.70582580566406,41.00764083862305,166.47238159179688,445.92510986328125,F,0
Male,30,25 - 45,Caucasian,0,4,1,0,3,-163.09877014160156,67.96324157714844,443.1197509765625,689.628662109375,F,1
Male,31,25 - 45,Caucasian,0,4,0,0,3,-12.692626953125,70.93342590332031,440.3150634765625,680.9161376953125,F,1
Male,27,25 - 45,African-American,1,4,1,0,3,92.622314453125,68.53646850585938,555.0048217773438,759.9346923828125,F,0
Male,25,25 - 45,Caucasian,0,7,0,0,1,-40.77203369140625,38.50440216064453,104.60040283203125,393.17822265625,F,1
Male,31,25 - 45,African-American,1,3,1,0,3,-45.350799560546875,71.2022476196289,532.5835571289062,828.1919555664062,F,0
Male,36,25 - 45,African-American,1,5,1,0,3,190.02484130859375,72.01060485839844,461.35052490234375,817.1914672851562,F,0
Female,95,Greater than 45,Hispanic,9,9,12,6,37,999.3162841796875,748.7952880859375,7600.8818359375,7602.2255859375,M,0
Female,95,Less than 25,Hispanic,9,9,12,6,37,1000.251708984375,748.853759765625,7602.041015625,7602.80712890625,M,1
Female,95,Greater than 45,Hispanic,9,9,12,6,37,1000.4132080078125,748.9017333984375,7601.84228515625,7603.35205078125,M,0
Female,95,Less than 25,Hispanic,9,9,12,6,37,1000.5072021484375,748.8252563476562,7601.53466796875,7602.6767578125,M,0
Male,37,25 - 45,African-American,0,4,1,0,3,58.585296630859375,66.1738052368164,375.365478515625,599.3553466796875,F,0
Male,32,25 - 45,African-American,0,4,0,0,2,19.03546142578125,55.09147262573242,273.88360595703125,506.8997497558594,F,0
Male,32,25 - 45,African-American,0,4,1,0,3,34.652801513671875,65.95185089111328,382.842529296875,716.45849609375,F,0
Male,28,25 - 45,African-American,0,3,0,0,2,-129.0050048828125,46.355628967285156,104.28363037109375,476.9641418457031,F,0
Male,24,25 - 45,Caucasian,0,6,0,0,3,-49.798004150390625,56.087623596191406,410.3114013671875,516.4078979492188,F,1
Male,32,25 - 45,African-American,0,3,0,0,3,-64.86532592773438,58.4461784362793,272.14544677734375,579.43212890625,F,0
Male,34,25 - 45,Caucasian,0,3,1,0,3,-18.21734619140625,74.00469207763672,482.46160888671875,785.9530639648438,F,1
Male,30,25 - 45,African-American,0,4,1,0,3,-40.819183349609375,74.33267974853516,495.76678466796875,752.5352172851562,F,0
Male,29,25 - 45,Caucasian,0,2,1,0,4,-182.18296813964844,73.40550994873047,449.8897705078125,744.4388427734375,F,1
Male,25,25 - 45,Caucasian,0,3,1,0,3,-115.78543090820312,76.10150909423828,527.4627075195312,745.0980834960938,F,1
Male,36,25 - 45,African-American,0,4,1,0,3,86.60110473632812,66.91612243652344,441.947998046875,679.7687377929688,F,0
Male,27,25 - 45,African-American,0,3,1,0,3,-183.30735778808594,55.8681526184082,374.12164306640625,756.321533203125,F,0
Female,95,Less than 25,Hispanic,9,9,12,6,37,1000.1650390625,748.9771118164062,7602.54248046875,7603.7490234375,M,0
Male,26,25 - 45,Caucasian,0,5,1,0,3,43.15576171875,74.23042297363281,480.49188232421875,671.0252075195312,F,1
Male,31,25 - 45,Caucasian,0,6,1,0,2,-185.8047332763672,65.37635803222656,444.82025146484375,683.9115600585938,F,1
Male,23,25 - 45,Caucasian,0,5,1,0,3,-193.36215209960938,74.29358673095703,526.0142211914062,753.4892578125,F,1
Male,27,25 - 45,African-American,0,2,1,0,3,-150.9910888671875,64.83396911621094,379.29315185546875,646.87646484375,F,0
Male,27,25 - 45,African-American,0,1,0,0,2,-246.455810546875,39.709136962890625,152.68670654296875,530.6856689453125,F,0
Male,24,25 - 45,African-American,0,2,0,0,3,-218.9385986328125,56.05813980102539,250.973388671875,601.9632568359375,F,0
Male,31,25 - 45,Caucasian,0,3,1,0,3,-48.5775146484375,70.44349670410156,453.26275634765625,696.0980834960938,F,1
Male,35,25 - 45,African-American,0,3,1,0,3,-13.938201904296875,58.399776458740234,286.88189697265625,663.6578979492188,F,0
Male,32,25 - 45,Caucasian,0,2,1,0,3,-212.44866943359375,81.51742553710938,418.09466552734375,692.8683471679688,F,1
Female,95,Less than 25,Hispanic,9,9,12,6,37,998.9903564453125,748.87939453125,7600.673828125,7601.3662109375,M,0
Male,30,25 - 45,Caucasian,0,7,1,0,2,89.87298583984375,69.00565338134766,532.0672607421875,627.630126953125,F,1
Male,32,25 - 45,African-American,1,5,1,0,4,217.90447998046875,78.05976867675781,561.0845336914062,847.3208618164062,F,0
Male,32,25 - 45,African-American,0,2,0,0,2,-196.3228759765625,43.1475944519043,176.8363037109375,555.095703125,F,0
Female,95,Less than 25,Hispanic,9,9,12,6,37,999.3599853515625,748.8068237304688,7601.45458984375,7601.7470703125,M,1
Male,32,25 - 45,African-American,1,6,1,0,3,183.4111328125,79.18122100830078,530.849609375,796.194091796875,F,0
Male,22,25 - 45,Caucasian,0,8,0,0,1,-97.98764038085938,35.59040451049805,78.230712890625,372.7906188964844,F,1
Male,44,25 - 45,African-American,0,3,1,0,3,-12.06707763671875,65.98725128173828,429.40472412109375,711.9637451171875,F,1
Male,27,25 - 45,Caucasian,0,3,1,0,4,-244.1272430419922,82.73570251464844,447.24688720703125,712.2012939453125,F,1
Male,29,25 - 45,African-American,1,5,1,0,4,143.42083740234375,76.3808822631836,554.8552856445312,800.0746459960938,F,0
Male,95,Less than 25,Caucasian,9,9,12,6,37,995.675048828125,744.5404052734375,7560.7353515625,7563.92236328125,F,1
Male,34,25 - 45,Caucasian,0,2,1,0,3,-244.7958984375,65.52401733398438,306.47174072265625,670.8579711914062,F,1
Female,95,Less than 25,Hispanic,9,9,12,6,37,999.358642578125,748.92578125,7602.23779296875,7603.5078125,M,0
